Name,id,Product,Weight(kg),Arrival,BestBefore,Maximum
mehnaz,-6840582954423772625,Papaya,65.0,2017-01-26,2017-02-01,70.0
santo,4612333139155000023,Tomato Big,32.5,2017-01-27,2017-02-02,35.0
pinky,-788253433629545359,Tomato Small,17.5,2017-01-27,2017-02-02,20.0
haneef,5040385076877893978,Potato Red,21.0,2017-01-27,2017-02-02,22.0
jasmen,-936895894803863828,Potato White,16.5,2017-01-27,2017-02-02,18.0
ramotar,-2173245710817273785,Carrot,27.5,2017-01-27,2017-02-02,30.0
guldasta,-7906434419713185929,Raddish Red,17.5,2017-01-27,2017-02-02,20.0
sawan,-6149529968967915582,Brinjal Long,34.0,2017-01-27,2017-02-02,38.0
guldasta,-7906434419713185929,Okara,145.0,2017-01-27,2017-02-02,150.0
ramotar,-2173245710817273785,Brocauli,32.5,2017-01-27,2017-02-02,35.0
rajbir,-5254222139817084366,Apple,95.0,2017-01-27,2017-02-02,100.0
santo,4612333139155000023,Banana,75.0,2017-01-27,2017-02-02,80.0
nakched,-4960447786618205247,Lime,425.0,2017-01-27,2017-02-02,450.0
rahu,2957258461367610484,Grapes,195.0,2017-01-27,2017-02-02,200.0
aamina,-3709490872329022915,Papaya,65.0,2017-01-27,2017-02-02,70.0
jasmen,-936895894803863828,Tomato Big,30.0,2017-01-28,2017-02-03,32.0
rampayari,2968148604061203207,Tomato Small,22.5,2017-01-28,2017-02-03,25.0
ramotar,-2173245710817273785,Potato Red,21.0,2017-01-28,2017-02-03,22.0
nakched,-4960447786618205247,Potato White,16.5,2017-01-28,2017-02-03,18.0
rahu,2957258461367610484,Carrot,27.5,2017-01-28,2017-02-03,30.0
jagdiesh,4105505874232099421,Raddish Red,17.5,2017-01-28,2017-02-03,20.0
gulnaz,495265023589704168,Brinjal Long,37.5,2017-01-28,2017-02-03,40.0
mercy,-5690939918981728182,Okara,135.0,2017-01-28,2017-02-03,140.0
pinky,-788253433629545359,Brocauli,37.5,2017-01-28,2017-02-03,40.0
sawan,-6149529968967915582,Apple,95.0,2017-01-28,2017-02-03,100.0
jasmen,-936895894803863828,Banana,75.0,2017-01-28,2017-02-03,80.0
jasmen,-936895894803863828,Lime,425.0,2017-01-28,2017-02-03,450.0
raisuddin,-1894351938747062086,Grapes,195.0,2017-01-28,2017-02-03,200.0
shefali,-2298907791602927432,Papaya,65.0,2017-01-28,2017-02-03,70.0
gulnaz,495265023589704168,Tomato Big,30.0,2017-01-29,2017-02-04,32.0
patik,2723030288162985091,Tomato Small,22.5,2017-01-29,2017-02-04,25.0
rampayari,2968148604061203207,Potato Red,21.0,2017-01-29,2017-02-04,22.0
shefali,-2298907791602927432,Potato White,16.5,2017-01-29,2017-02-04,18.0
rahu,2957258461367610484,Carrot,27.5,2017-01-29,2017-02-04,30.0
mehtab,-7306772913005020966,Raddish Red,17.5,2017-01-29,2017-02-04,20.0
nakched,-4960447786618205247,Brinjal Long,42.5,2017-01-29,2017-02-04,45.0
shefali,-2298907791602927432,Brocauli,37.5,2017-01-29,2017-02-04,40.0
sanjeev,2699564478308651307,Apple,95.0,2017-01-29,2017-02-04,100.0
jagdiesh,4105505874232099421,Banana,75.0,2017-01-29,2017-02-04,80.0
pinky,-788253433629545359,Lime,425.0,2017-01-29,2017-02-04,450.0
sawan,-6149529968967915582,Grapes,195.0,2017-01-29,2017-02-04,200.0
shefali,-2298907791602927432,Papaya,65.0,2017-01-29,2017-02-04,70.0
raisuddin,-1894351938747062086,Tomato Big,32.5,2017-01-30,2017-02-05,35.0
divy,830602817135085407,Tomato Small,21.0,2017-01-30,2017-02-05,24.0
sanjeev,2699564478308651307,Potato Red,21.0,2017-01-30,2017-02-05,22.0
pinky,-788253433629545359,Potato White,16.0,2017-01-30,2017-02-05,17.0
preetam,-2213805873980470021,Carrot,27.5,2017-01-30,2017-02-05,30.0
fakir,1247089047928546332,Raddish Red,17.5,2017-01-30,2017-02-05,20.0
haneef,5040385076877893978,Brinjal Long,45.0,2017-01-30,2017-02-05,50.0
haneef,5040385076877893978,Okara,125.0,2017-01-30,2017-02-05,130.0
jagdiesh,4105505874232099421,Brocauli,35.0,2017-01-30,2017-02-05,40.0
divy,830602817135085407,Apple,95.0,2017-01-30,2017-02-05,100.0
preetam,-2213805873980470021,Banana,75.0,2017-01-30,2017-02-05,80.0
pinky,-788253433629545359,Lime,425.0,2017-01-30,2017-02-05,450.0
fakir,1247089047928546332,Grapes,195.0,2017-01-30,2017-02-05,200.0
divy,830602817135085407,Papaya,65.0,2017-01-30,2017-02-05,70.0
preetam,-2213805873980470021,Tomato Big,27.5,2017-01-31,2017-02-06,30.0
haneef,5040385076877893978,Tomato Small,20.0,2017-01-31,2017-02-06,25.0
guldasta,-7906434419713185929,Potato Red,21.0,2017-01-31,2017-02-06,22.0
nakched,-4960447786618205247,Potato White,16.0,2017-01-31,2017-02-06,17.0
jagdiesh,4105505874232099421,Carrot,32.5,2017-01-31,2017-02-06,35.0
preetam,-2213805873980470021,Raddish Red,13.5,2017-01-31,2017-02-06,15.0
sanjeev,2699564478308651307,Brinjal Long,32.5,2017-01-31,2017-02-06,35.0
mercy,-5690939918981728182,Okara,117.5,2017-01-31,2017-02-06,120.0
mehtab,-7306772913005020966,Brocauli,27.5,2017-01-31,2017-02-06,30.0
shefali,-2298907791602927432,Apple,95.0,2017-01-31,2017-02-06,100.0
pinky,-788253433629545359,Banana,75.0,2017-01-31,2017-02-06,80.0
guldasta,-7906434419713185929,Lime,425.0,2017-01-31,2017-02-06,450.0
gulnaz,495265023589704168,Grapes,145.0,2017-01-31,2017-02-06,150.0
pushpa,6250299447907893656,Papaya,65.0,2017-01-31,2017-02-06,70.0
shanta,2960310750304784655,Tomato Big,32.5,2017-02-01,2017-02-07,35.0
sanjeev,2699564478308651307,Tomato Small,20.0,2017-02-01,2017-02-07,25.0
haneef,5040385076877893978,Potato Red,21.0,2017-02-01,2017-02-07,22.0
rahu,2957258461367610484,Potato White,16.0,2017-02-01,2017-02-07,17.0
vijayanta,4365782647811874623,Carrot,32.5,2017-02-01,2017-02-07,35.0
rajbir,-5254222139817084366,Raddish Red,12.5,2017-02-01,2017-02-07,15.0
sanjeev,2699564478308651307,Brinjal Long,32.5,2017-02-01,2017-02-07,35.0
monish,-2881186788928815126,Okara,95.0,2017-02-01,2017-02-07,100.0
fakir,1247089047928546332,Brocauli,27.5,2017-02-01,2017-02-07,30.0
mehtab,-7306772913005020966,Apple,95.0,2017-02-01,2017-02-07,100.0
jasmen,-936895894803863828,Banana,75.0,2017-02-01,2017-02-07,80.0
patik,2723030288162985091,Lime,425.0,2017-02-01,2017-02-07,450.0
mercy,-5690939918981728182,Grapes,145.0,2017-02-01,2017-02-07,150.0
anushka,-3763883785994142627,Papaya,62.5,2017-02-01,2017-02-07,65.0
haneef,5040385076877893978,Tomato Big,32.5,2017-02-02,2017-02-08,35.0
shanta,2960310750304784655,Tomato Small,20.0,2017-02-02,2017-02-08,25.0
aamina,-3709490872329022915,Potato Red,21.0,2017-02-02,2017-02-08,22.0
mehnaz,-6840582954423772625,Potato White,16.0,2017-02-02,2017-02-08,17.0
shefali,-2298907791602927432,Carrot,27.5,2017-02-02,2017-02-08,30.0
patik,2723030288162985091,Raddish Red,12.5,2017-02-02,2017-02-08,15.0
rahu,2957258461367610484,Brinjal Long,32.5,2017-02-02,2017-02-08,35.0
pramal,-2691605640747198609,Okara,95.0,2017-02-02,2017-02-08,100.0
nakched,-4960447786618205247,Brocauli,32.5,2017-02-02,2017-02-08,35.0
sawan,-6149529968967915582,Apple,95.0,2017-02-02,2017-02-08,100.0
guldasta,-7906434419713185929,Banana,75.0,2017-02-02,2017-02-08,80.0
santo,4612333139155000023,Lime,425.0,2017-02-02,2017-02-08,450.0
pushpa,6250299447907893656,Grapes,145.0,2017-02-02,2017-02-08,150.0
shefali,-2298907791602927432,Papaya,62.5,2017-02-02,2017-02-08,65.0
fakir,1247089047928546332,Tomato Big,32.5,2017-02-03,2017-02-09,35.0
shefali,-2298907791602927432,Tomato Small,20.0,2017-02-03,2017-02-09,25.0
pushpa,6250299447907893656,Potato Red,21.0,2017-02-03,2017-02-09,22.0
mehnaz,-6840582954423772625,Potato White,16.0,2017-02-03,2017-02-09,17.0
sanjeev,2699564478308651307,Carrot,32.5,2017-02-03,2017-02-09,35.0
santo,4612333139155000023,Raddish Red,13.5,2017-02-03,2017-02-09,15.0
rahu,2957258461367610484,Brinjal Long,35.0,2017-02-03,2017-02-09,40.0
mercy,-5690939918981728182,Okara,95.0,2017-02-03,2017-02-09,100.0
jasmen,-936895894803863828,Brocauli,32.5,2017-02-03,2017-02-09,35.0
ramotar,-2173245710817273785,Apple,95.0,2017-02-03,2017-02-09,100.0
anushka,-3763883785994142627,Banana,75.0,2017-02-03,2017-02-09,80.0
nakched,-4960447786618205247,Lime,425.0,2017-02-03,2017-02-09,450.0
vijayanta,4365782647811874623,Grapes,145.0,2017-02-03,2017-02-09,150.0
pushpa,6250299447907893656,Jack Fruit,75.0,2017-02-03,2017-02-09,80.0
preetam,-2213805873980470021,Papaya,62.5,2017-02-03,2017-02-09,65.0
mercy,-5690939918981728182,Tomato Big,27.5,2017-02-04,2017-02-10,30.0
sawan,-6149529968967915582,Tomato Small,19.5,2017-02-04,2017-02-10,24.0
anushka,-3763883785994142627,Potato Red,21.0,2017-02-04,2017-02-10,22.0
ramotar,-2173245710817273785,Potato White,16.0,2017-02-04,2017-02-10,17.0
jagdiesh,4105505874232099421,Carrot,27.5,2017-02-04,2017-02-10,30.0
fakir,1247089047928546332,Raddish Red,13.5,2017-02-04,2017-02-10,15.0
vijayanta,4365782647811874623,Brinjal Long,37.5,2017-02-04,2017-02-10,40.0
sanjeev,2699564478308651307,Okara,115.0,2017-02-04,2017-02-10,120.0
aamina,-3709490872329022915,Brocauli,29.0,2017-02-04,2017-02-10,30.0
guldasta,-7906434419713185929,Apple,95.0,2017-02-04,2017-02-10,100.0
guldasta,-7906434419713185929,Banana,75.0,2017-02-04,2017-02-10,80.0
haneef,5040385076877893978,Lime,425.0,2017-02-04,2017-02-10,450.0
monish,-2881186788928815126,Grapes,145.0,2017-02-04,2017-02-10,150.0
rampayari,2968148604061203207,Jack Fruit,75.0,2017-02-04,2017-02-10,80.0
gulnaz,495265023589704168,Papaya,62.5,2017-02-04,2017-02-10,65.0
pinky,-788253433629545359,Tomato Big,32.5,2017-02-05,2017-02-11,35.0
sanjeev,2699564478308651307,Tomato Small,15.0,2017-02-05,2017-02-11,20.0
raisuddin,-1894351938747062086,Potato Red,21.0,2017-02-05,2017-02-11,22.0
monish,-2881186788928815126,Potato White,16.0,2017-02-05,2017-02-11,17.0
sanjeev,2699564478308651307,Carrot,27.5,2017-02-05,2017-02-11,30.0
pramal,-2691605640747198609,Raddish Red,12.5,2017-02-05,2017-02-11,15.0
pramal,-2691605640747198609,Brinjal Long,32.5,2017-02-05,2017-02-11,35.0
anushka,-3763883785994142627,Okara,105.0,2017-02-05,2017-02-11,110.0
rajbir,-5254222139817084366,Brocauli,22.5,2017-02-05,2017-02-11,25.0
ramotar,-2173245710817273785,Apple,95.0,2017-02-05,2017-02-11,100.0
sanjeev,2699564478308651307,Banana,75.0,2017-02-05,2017-02-11,80.0
ramotar,-2173245710817273785,Lime,425.0,2017-02-05,2017-02-11,450.0
sawan,-6149529968967915582,Grapes,105.0,2017-02-05,2017-02-11,110.0
shanta,2960310750304784655,Papaya,62.5,2017-02-05,2017-02-11,65.0
shefali,-2298907791602927432,Tomato Big,22.5,2017-02-06,2017-02-12,25.0
haneef,5040385076877893978,Tomato Small,15.0,2017-02-06,2017-02-12,20.0
rajbir,-5254222139817084366,Potato Red,22.5,2017-02-06,2017-02-12,25.0
anushka,-3763883785994142627,Potato White,16.0,2017-02-06,2017-02-12,17.0
pushpa,6250299447907893656,Carrot,22.5,2017-02-06,2017-02-12,25.0
pushpa,6250299447907893656,Raddish Red,12.5,2017-02-06,2017-02-12,15.0
aamina,-3709490872329022915,Brinjal Long,32.5,2017-02-06,2017-02-12,35.0
guldasta,-7906434419713185929,Okara,105.0,2017-02-06,2017-02-12,110.0
nakched,-4960447786618205247,Brocauli,22.5,2017-02-06,2017-02-12,25.0
vijayanta,4365782647811874623,Apple,95.0,2017-02-06,2017-02-12,100.0
sanjeev,2699564478308651307,Banana,75.0,2017-02-06,2017-02-12,80.0
raisuddin,-1894351938747062086,Lime,425.0,2017-02-06,2017-02-12,450.0
preetam,-2213805873980470021,Grapes,105.0,2017-02-06,2017-02-12,110.0
sawan,-6149529968967915582,Jack Fruit,75.0,2017-02-06,2017-02-12,80.0
gulnaz,495265023589704168,Papaya,65.0,2017-02-06,2017-02-12,70.0
santo,4612333139155000023,Tomato Big,27.5,2017-02-07,2017-02-13,30.0
anushka,-3763883785994142627,Tomato Small,15.0,2017-02-07,2017-02-13,20.0
santo,4612333139155000023,Potato Red,21.0,2017-02-07,2017-02-13,22.0
rajbir,-5254222139817084366,Potato White,16.0,2017-02-07,2017-02-13,17.0
shefali,-2298907791602927432,Carrot,27.5,2017-02-07,2017-02-13,30.0
pramal,-2691605640747198609,Raddish Red,12.5,2017-02-07,2017-02-13,15.0
nakched,-4960447786618205247,Brinjal Long,32.5,2017-02-07,2017-02-13,35.0
guldasta,-7906434419713185929,Okara,95.0,2017-02-07,2017-02-13,100.0
patik,2723030288162985091,Brocauli,22.5,2017-02-07,2017-02-13,25.0
mehnaz,-6840582954423772625,Apple,95.0,2017-02-07,2017-02-13,100.0
preetam,-2213805873980470021,Banana,75.0,2017-02-07,2017-02-13,80.0
mercy,-5690939918981728182,Lime,425.0,2017-02-07,2017-02-13,450.0
rajbir,-5254222139817084366,Grapes,105.0,2017-02-07,2017-02-13,110.0
pramal,-2691605640747198609,Jack Fruit,72.5,2017-02-07,2017-02-13,75.0
gulnaz,495265023589704168,Papaya,65.0,2017-02-07,2017-02-13,70.0
ramotar,-2173245710817273785,Tomato Big,27.5,2017-02-08,2017-02-14,30.0
rampayari,2968148604061203207,Tomato Small,20.0,2017-02-08,2017-02-14,25.0
preetam,-2213805873980470021,Potato Red,22.5,2017-02-08,2017-02-14,25.0
jasmen,-936895894803863828,Potato White,16.0,2017-02-08,2017-02-14,17.0
pinky,-788253433629545359,Carrot,22.5,2017-02-08,2017-02-14,25.0
anushka,-3763883785994142627,Raddish Red,12.5,2017-02-08,2017-02-14,15.0
pramal,-2691605640747198609,Brinjal Long,32.5,2017-02-08,2017-02-14,35.0
vijayanta,4365782647811874623,Okara,95.0,2017-02-08,2017-02-14,100.0
aamina,-3709490872329022915,Brocauli,22.5,2017-02-08,2017-02-14,25.0
haneef,5040385076877893978,Apple,95.0,2017-02-08,2017-02-14,100.0
mercy,-5690939918981728182,Banana,75.0,2017-02-08,2017-02-14,80.0
gulnaz,495265023589704168,Lime,425.0,2017-02-08,2017-02-14,450.0
sawan,-6149529968967915582,Grapes,105.0,2017-02-08,2017-02-14,110.0
aamina,-3709490872329022915,Jack Fruit,62.5,2017-02-08,2017-02-14,65.0
monish,-2881186788928815126,Papaya,55.0,2017-02-08,2017-02-14,60.0
haneef,5040385076877893978,Tomato Big,27.5,2017-02-09,2017-02-15,30.0
preetam,-2213805873980470021,Tomato Small,17.5,2017-02-09,2017-02-15,20.0
divy,830602817135085407,Potato Red,21.0,2017-02-09,2017-02-15,22.0
preetam,-2213805873980470021,Potato White,16.0,2017-02-09,2017-02-15,17.0
jasmen,-936895894803863828,Carrot,27.5,2017-02-09,2017-02-15,30.0
patik,2723030288162985091,Raddish Red,11.0,2017-02-09,2017-02-15,12.0
mehtab,-7306772913005020966,Brinjal Long,32.5,2017-02-09,2017-02-15,35.0
guldasta,-7906434419713185929,Okara,95.0,2017-02-09,2017-02-15,100.0
raisuddin,-1894351938747062086,Brocauli,22.5,2017-02-09,2017-02-15,25.0
nakched,-4960447786618205247,Apple,95.0,2017-02-09,2017-02-15,100.0
nakched,-4960447786618205247,Banana,75.0,2017-02-09,2017-02-15,80.0
aamina,-3709490872329022915,Lime,425.0,2017-02-09,2017-02-15,450.0
anushka,-3763883785994142627,Grapes,105.0,2017-02-09,2017-02-15,110.0
pramal,-2691605640747198609,Jack Fruit,65.0,2017-02-09,2017-02-15,70.0
rahu,2957258461367610484,Papaya,62.5,2017-02-09,2017-02-15,65.0
pinky,-788253433629545359,Tomato Big,27.5,2017-02-10,2017-02-16,30.0
santo,4612333139155000023,Tomato Small,17.5,2017-02-10,2017-02-16,20.0
mehtab,-7306772913005020966,Potato Red,21.0,2017-02-10,2017-02-16,22.0
santo,4612333139155000023,Potato White,16.0,2017-02-10,2017-02-16,17.0
haneef,5040385076877893978,Carrot,25.0,2017-02-10,2017-02-16,28.0
vijayanta,4365782647811874623,Raddish Red,11.0,2017-02-10,2017-02-16,12.0
pramal,-2691605640747198609,Brinjal Long,32.5,2017-02-10,2017-02-16,35.0
preetam,-2213805873980470021,Okara,115.0,2017-02-10,2017-02-16,120.0
monish,-2881186788928815126,Brocauli,22.5,2017-02-10,2017-02-16,25.0
pramal,-2691605640747198609,Apple,95.0,2017-02-10,2017-02-16,100.0
santo,4612333139155000023,Banana,75.0,2017-02-10,2017-02-16,80.0
divy,830602817135085407,Lime,425.0,2017-02-10,2017-02-16,450.0
monish,-2881186788928815126,Grapes,105.0,2017-02-10,2017-02-16,110.0
guldasta,-7906434419713185929,Jack Fruit,62.5,2017-02-10,2017-02-16,65.0
preetam,-2213805873980470021,Papaya,62.5,2017-02-10,2017-02-16,65.0
sanjeev,2699564478308651307,Tomato Big,27.5,2017-02-11,2017-02-17,30.0
ramotar,-2173245710817273785,Tomato Small,17.5,2017-02-11,2017-02-17,20.0
divy,830602817135085407,Potato Red,21.0,2017-02-11,2017-02-17,22.0
jagdiesh,4105505874232099421,Potato White,16.0,2017-02-11,2017-02-17,17.0
ramotar,-2173245710817273785,Carrot,27.5,2017-02-11,2017-02-17,30.0
vijayanta,4365782647811874623,Raddish Red,12.5,2017-02-11,2017-02-17,15.0
pramal,-2691605640747198609,Brinjal Long,32.5,2017-02-11,2017-02-17,35.0
patik,2723030288162985091,Okara,115.0,2017-02-11,2017-02-17,120.0
mehtab,-7306772913005020966,Brocauli,27.5,2017-02-11,2017-02-17,30.0
santo,4612333139155000023,Apple,95.0,2017-02-11,2017-02-17,100.0
anushka,-3763883785994142627,Banana,75.0,2017-02-11,2017-02-17,80.0
sanjeev,2699564478308651307,Lime,425.0,2017-02-11,2017-02-17,450.0
jagdiesh,4105505874232099421,Grapes,105.0,2017-02-11,2017-02-17,110.0
rampayari,2968148604061203207,Jack Fruit,65.0,2017-02-11,2017-02-17,70.0
patik,2723030288162985091,Papaya,62.5,2017-02-11,2017-02-17,65.0
jasmen,-936895894803863828,Tomato Big,27.5,2017-02-12,2017-02-18,30.0
guldasta,-7906434419713185929,Tomato Small,17.5,2017-02-12,2017-02-18,20.0
jagdiesh,4105505874232099421,Potato Red,21.0,2017-02-12,2017-02-18,22.0
fakir,1247089047928546332,Potato White,16.0,2017-02-12,2017-02-18,17.0
mehnaz,-6840582954423772625,Carrot,27.5,2017-02-12,2017-02-18,30.0
haneef,5040385076877893978,Raddish Red,12.5,2017-02-12,2017-02-18,15.0
mercy,-5690939918981728182,Brinjal Long,32.5,2017-02-12,2017-02-18,35.0
sanjeev,2699564478308651307,Okara,115.0,2017-02-12,2017-02-18,120.0
haneef,5040385076877893978,Brocauli,22.5,2017-02-12,2017-02-18,25.0
shanta,2960310750304784655,Apple,95.0,2017-02-12,2017-02-18,100.0
raisuddin,-1894351938747062086,Banana,75.0,2017-02-12,2017-02-18,80.0
aamina,-3709490872329022915,Lime,425.0,2017-02-12,2017-02-18,450.0
vijayanta,4365782647811874623,Grapes,105.0,2017-02-12,2017-02-18,110.0
vijayanta,4365782647811874623,Jack Fruit,62.5,2017-02-12,2017-02-18,65.0
rajbir,-5254222139817084366,Papaya,62.5,2017-02-12,2017-02-18,65.0
rajbir,-5254222139817084366,Tomato Big,27.5,2017-02-13,2017-02-19,30.0
sanjeev,2699564478308651307,Tomato Small,17.5,2017-02-13,2017-02-19,20.0
pushpa,6250299447907893656,Potato Red,21.0,2017-02-13,2017-02-19,22.0
vijayanta,4365782647811874623,Potato White,16.0,2017-02-13,2017-02-19,17.0
preetam,-2213805873980470021,Carrot,27.5,2017-02-13,2017-02-19,30.0
haneef,5040385076877893978,Raddish Red,12.5,2017-02-13,2017-02-19,15.0
vijayanta,4365782647811874623,Brinjal Long,32.5,2017-02-13,2017-02-19,35.0
sanjeev,2699564478308651307,Okara,115.0,2017-02-13,2017-02-19,120.0
mehtab,-7306772913005020966,Brocauli,22.5,2017-02-13,2017-02-19,25.0
mercy,-5690939918981728182,Apple,105.0,2017-02-13,2017-02-19,110.0
shefali,-2298907791602927432,Banana,75.0,2017-02-13,2017-02-19,80.0
haneef,5040385076877893978,Lime,425.0,2017-02-13,2017-02-19,450.0
guldasta,-7906434419713185929,Grapes,105.0,2017-02-13,2017-02-19,110.0
pramal,-2691605640747198609,Jack Fruit,62.5,2017-02-13,2017-02-19,65.0
rajbir,-5254222139817084366,Papaya,55.0,2017-02-13,2017-02-19,60.0
preetam,-2213805873980470021,Tomato Big,27.5,2017-02-14,2017-02-20,30.0
mehnaz,-6840582954423772625,Tomato Small,17.5,2017-02-14,2017-02-20,20.0
patik,2723030288162985091,Potato Red,21.0,2017-02-14,2017-02-20,22.0
nakched,-4960447786618205247,Potato White,16.0,2017-02-14,2017-02-20,17.0
pramal,-2691605640747198609,Carrot,27.5,2017-02-14,2017-02-20,30.0
rajbir,-5254222139817084366,Raddish Red,12.5,2017-02-14,2017-02-20,15.0
guldasta,-7906434419713185929,Brinjal Long,32.5,2017-02-14,2017-02-20,35.0
jagdiesh,4105505874232099421,Okara,115.0,2017-02-14,2017-02-20,120.0
haneef,5040385076877893978,Brocauli,22.5,2017-02-14,2017-02-20,25.0
mehtab,-7306772913005020966,Apple,105.0,2017-02-14,2017-02-20,110.0
raisuddin,-1894351938747062086,Banana,75.0,2017-02-14,2017-02-20,80.0
patik,2723030288162985091,Lime,425.0,2017-02-14,2017-02-20,450.0
pinky,-788253433629545359,Grapes,105.0,2017-02-14,2017-02-20,110.0
mehtab,-7306772913005020966,Jack Fruit,55.0,2017-02-14,2017-02-20,60.0
aamina,-3709490872329022915,Papaya,55.0,2017-02-14,2017-02-20,60.0
pushpa,6250299447907893656,Tomato Big,27.5,2017-02-15,2017-02-21,30.0
mehtab,-7306772913005020966,Tomato Small,17.5,2017-02-15,2017-02-21,20.0
vijayanta,4365782647811874623,Potato Red,21.0,2017-02-15,2017-02-21,22.0
rampayari,2968148604061203207,Potato White,16.0,2017-02-15,2017-02-21,17.0
jasmen,-936895894803863828,Carrot,27.5,2017-02-15,2017-02-21,30.0
pramal,-2691605640747198609,Raddish Red,12.5,2017-02-15,2017-02-21,15.0
ramotar,-2173245710817273785,Brinjal Long,32.5,2017-02-15,2017-02-21,35.0
sawan,-6149529968967915582,Okara,115.0,2017-02-15,2017-02-21,120.0
vijayanta,4365782647811874623,Brocauli,22.5,2017-02-15,2017-02-21,25.0
gulnaz,495265023589704168,Apple,105.0,2017-02-15,2017-02-21,110.0
haneef,5040385076877893978,Banana,75.0,2017-02-15,2017-02-21,80.0
rahu,2957258461367610484,Lime,425.0,2017-02-15,2017-02-21,450.0
monish,-2881186788928815126,Grapes,105.0,2017-02-15,2017-02-21,110.0
santo,4612333139155000023,Jack Fruit,55.0,2017-02-15,2017-02-21,60.0
nakched,-4960447786618205247,Papaya,55.0,2017-02-15,2017-02-21,60.0
gulnaz,495265023589704168,Tomato Big,27.5,2017-02-16,2017-02-22,30.0
sawan,-6149529968967915582,Tomato Small,17.5,2017-02-16,2017-02-22,20.0
gulnaz,495265023589704168,Potato Red,21.0,2017-02-16,2017-02-22,22.0
patik,2723030288162985091,Potato White,16.0,2017-02-16,2017-02-22,17.0
monish,-2881186788928815126,Carrot,27.5,2017-02-16,2017-02-22,30.0
rahu,2957258461367610484,Raddish Red,12.5,2017-02-16,2017-02-22,15.0
patik,2723030288162985091,Brinjal Long,32.5,2017-02-16,2017-02-22,35.0
rajbir,-5254222139817084366,Okara,115.0,2017-02-16,2017-02-22,120.0
mehtab,-7306772913005020966,Brocauli,22.5,2017-02-16,2017-02-22,25.0
pinky,-788253433629545359,Apple,105.0,2017-02-16,2017-02-22,110.0
rajbir,-5254222139817084366,Banana,75.0,2017-02-16,2017-02-22,80.0
mehnaz,-6840582954423772625,Lime,425.0,2017-02-16,2017-02-22,450.0
